inchikey	drugbank_id	pubchem_cid	bioavailability	bioavailability_evidence	bioavailability_source	clearance	clearance_evidence	clearance_source	half_life	half_life_evidence	half_life_source	volume_of_distribution	volume_of_distribution_evidence	volume_of_distribution_source	ld50	ld50_evidence	ld50_source	mutagenicity	mutagenicity_evidence	mutagenicity_source	fetch_date	source_version
AXRYRYVKAWYZBR-GASGPIRDSA-N	DB01072	144206632	A steady state is achieved between Days 4 and 8, with an accumulation of approximately 2.3-fold.[L48636] Administration of atazanavir with food enhances bioavailability and reduces pharmacokinetic variability.	structured/high	drugbank_xml:DB01072#absorption	In patients with HIV infection, the clearance of atazanavir was estimated to be 12.9 L/hr.[A261971]	structured/high	drugbank_xml:DB01072#clearance	The mean elimination half-life of atazanavir in healthy subjects (n=214) and adult subjects with HIV-1 infection (n=13) was approximately 7 hours at steady state following a dose of 400 mg daily with a light meal.	structured/high	drugbank_xml:DB01072#half-life	In patients with HIV infection, the volume of distribution of atazanavir was estimated to be 88.3 L.[A261971]	structured/high	drugbank_xml:DB01072#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXTAPYRUEKNRBA-JTQLQIEISA-N	DB11969			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXTGDCSMTYGJND-UHFFFAOYSA-N	DB17308	144212074		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXTNFJKQZPETJA-UHFFFAOYSA-N	DB08681	494463		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXUWLXLMZKNGIO-UHFFFAOYSA-N	DB21395			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXUZQJFHDNNPFG-LHAVAQOQSA-N	DB20044			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXVCAYVDTZRQAC-UHFFFAOYSA-N	DB08671			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXVCIZJRCOHMQX-UHFFFAOYSA-N	DB20352			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXWDHVUJXNOWCC-RAEGKSCOSA-N	DB11713			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXWLPMGUUAIGJK-UHFFFAOYSA-O	DB17740			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXXYLTBQIQBTES-BYPYZUCNSA-N	DB02818	11113440		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXYFCRIRLKSCRR-SFHVURJKSA-N	DB07061			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXZKOIWUVFPNLO-UHFFFAOYSA-N	DB01377			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AXZWODMDQAVCJE-UHFFFAOYSA-L	DB11056			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYAJZQYENGWICE-QHCPKHFHSA-N	DB03466			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYBDGNNJGBFOBQ-VIFPVBQESA-N	DB02408			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYCPARAPKDAOEN-LJQANCHMSA-N	DB11775			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYDXAULLCROVIT-UHFFFAOYSA-N	DB12545	170466270		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYEAMZDTWLXZIJ-RKOUKRECSA-N	DB06251			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYEKOFBPNLCAJY-UHFFFAOYSA-N	DB01987			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYFCYVLVRYQGME-QGZVFWFLSA-N	DB08170			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYFVYJQAPQTCCC-GBXIJSLDSA-N	DB00156	144205707		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYFVYJQAPQTCCC-PWNYCUMCSA-N	DB03700			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYGYLFIDAXGERM-UHFFFAOYSA-O	DB02086			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYIRNRDRBQJXIF-NXEZZACHSA-N	DB11413	144204234		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYJRTVVIBJSSKN-UHFFFAOYSA-N	DB12627	174006808		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYJVGKWCGIYEAK-UHFFFAOYSA-N	DB13460			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYKGPCNWPACUQV-UHFFFAOYSA-N	DB07218			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYKUIRSGEMLIFT-UHFFFAOYSA-N	DB08072			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYMRQIHECFEMIQ-AYVTZFPOSA-N	DB01674			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYOAIABDFUJDKQ-SQJPUDIVSA-N	DB03583			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYOOGWWGECJQPI-NSHDSACASA-N	DB21295			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYOUDDAETNMCBW-GSHUGGBRSA-N	DB12006			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYPNHSRYHHHKFU-HPUGBGFMSA-L	DB04810			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYSBIMSATXNCSF-VFEFFJNBSA-N	DB20689			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYSXURJZVXBSRV-WJDWOHSUSA-N	DB07078			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYUNIORJHRXIBJ-TXHRRWQRSA-N	DB05134	144205607		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYXYPKUFHZROOJ-ZETCQYMHSA-N	DB00230	144205028	After oral dosing administered in the fasted state, pregabalin absorption is rapid, and extensive.[A31165] Pregabalin oral bioavailability is reported to be ≥90% regardless of the dose.[A31165] Cmax is attained within 1.5 hours after single or multiple doses, and steady state is attained within 24-48 hours with repeate	structured/high	drugbank_xml:DB00230#absorption	In young healthy subjects the mean renal clearance is estimated to be 67.0 to 80.9 mL mL/min.[L7066] Given pregabalin's lack of plasma protein binding, this clearance rate suggests that renal tubular reabsorption is involved.[L7066]	structured/high	drugbank_xml:DB00230#clearance	The elimination half life of pregabalin is 6.3 hours.[L7066]	structured/high	drugbank_xml:DB00230#half-life	After oral administration of pregabalin, the reported apparent volume of distribution is roughly 0.5 L/kg.[L7066] Although pregabalin is not very lipophilic, it is able to cross the blood brain barrier(BBB).[A175894] System L transporters facilitate the transport of large amino acids across the BBB and it has been conf	structured/high	drugbank_xml:DB00230#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYYHIZJKRIKWCE-UHFFFAOYSA-N	DB20308			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AYZRKFOEZQBUEA-OUKQBFOZSA-N	DB07731			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZAANWYREOQRFB-SETSBSEESA-N	DB12424	174006797		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZCOEIZFVQEQCU-UHFFFAOYSA-N	DB20803			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZEGJHGXTSUPPG-AWEZNQCLSA-N	DB07953			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZEXWHKOMMASPA-UHFFFAOYSA-N	DB08387	165222673		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZFLJNIPTRTECV-FUMNGEBKSA-N	DB09123		Dienogest is rapidly absorbed following oral administration, with 91% bioavailability.	structured/high	drugbank_xml:DB09123#absorption	The metabolic clearance rate from serum (Cl/F) is 64 mL/min [L931].	structured/high	drugbank_xml:DB09123#clearance	Elimination half-life of dienogest is around 9-10 hours.	structured/high	drugbank_xml:DB09123#half-life	The apparent volume of distribution (Vd/F) of dienogest is 40 L [L931].	structured/high	drugbank_xml:DB09123#volume-of-distribution	Oral LD50 in mouse is 4 mg/kg [MSDS]	text_mined/medium	drugbank_xml:DB09123#toxicity	positive	inferred/low	drugbank_xml:DB09123#toxicity	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZGZGRJOCKSSHA-UHFFFAOYSA-N	DB02058			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZJUFRDUYTYIHV-NKFKGCMQSA-N	DB20351			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZKVWQKMDGGDSV-BCMRRPTOSA-N	DB19124	90341485		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZNHWXAFPBYFGH-UHFFFAOYSA-N	DB15024			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZSRSNUQCUDCGG-UHFFFAOYSA-N	DB16390		The mean absolute bioavailability of mobocertinib is 37% and the median Tmax is approximately 4 hours.[L38319] Following a single oral dose of 160mg of mobocertinib to fasted patients, the mean Cmax and AUC0-inf were 45.8 ng/mL and 862 ng•h/mL, respectively.[A238743]	structured/high	drugbank_xml:DB16390#absorption	At steady-state, the mean apparent oral clearance of mobocertinib and its two active metabolites, AP32960 and AP32914, was 138 L/hr, 149 L/hr, and 159 L/hr, respectively.[L38319]	structured/high	drugbank_xml:DB16390#clearance	At steady-state, the mean elimination half-life of mobocertinib and its two active metabolites, AP32960 and AP32914, was 18 hours, 24 hours, and 18 hours, respectively.[L38319]	structured/high	drugbank_xml:DB16390#half-life	The mean apparent volume of distribution of mobocertinib was approximately 3,509 L at steady-state.[L38319]	structured/high	drugbank_xml:DB16390#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZUIUVJESCFSLJ-UHFFFAOYSA-N	DB05678			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZUQIXJQZOMXAS-BDAKNGLRSA-N	DB01634			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZUYLZMQTIKGSC-UHFFFAOYSA-N	DB21583			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZVFIZVKGSPGPK-UHFFFAOYSA-N	DB21310	144205362		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZXKZZMGLACNIJ-UHFFFAOYSA-N	DB07151			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZXOTZCWQDJCLY-SJCJKPOMSA-N	DB16279			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AZXXGVPWWKWGAE-IYARVYRRSA-N	DB19449			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAANPNDZFYBQIB-CQSZACIVSA-N	DB16041			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAAXVYBAMNDCIB-BMCUWHFPSA-N	DB15231			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BACHBFVBHLGWSL-UHFFFAOYSA-N	DB13918	144211096		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BACSZMCLZIDTIO-IBGZPJMESA-N	DB07936			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BADPXOSJBUEVTR-WKCHPHFGSA-N	DB07494			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAFUFNSAYGCZIC-VWLOTQADSA-N	DB21683			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAINIUMDFURPJM-UHFFFAOYSA-N	DB12877	11111579		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAJQRLZAPXASRD-UHFFFAOYSA-N	DB12300			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BALLNEJQLSTPIO-UHFFFAOYSA-N	DB11679		The fruquintinib steady-state geometric mean (% coefficient of variation [CV]) maximum concentration (Cmax) is 300 ng/mL (28%) and the area under the concentration-time curve for the dosing interval (AUC0-24h) is 5880 ng∙h/mL (29%) at the recommended dosage.	structured/high	drugbank_xml:DB11679#absorption	The apparent clearance (SD) of fruquintinib is 14.8 (4.4) mL/min.[L48751]	structured/high	drugbank_xml:DB11679#clearance	The fruquintinib's mean (SD) elimination half-life is approximately 42 (11) hours.[L48751]	structured/high	drugbank_xml:DB11679#half-life	The mean (SD) apparent volume of distribution of fruquintinib is approximately 46 (13) L.[L48751]	structured/high	drugbank_xml:DB11679#volume-of-distribution		none	none	mixed	inferred/low	drugbank_xml:DB11679#toxicity	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAMWZWFFSCYCGQ-UHFFFAOYSA-N	DB20371			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAOICLZZDLLDRL-UHFFFAOYSA-N	DB04169			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAPRUDZDYCKSOQ-RITPCOANSA-N	DB13363	144205705		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAQAVOSOZGMPRM-QBMZZYIRSA-N	DB15049	144208950		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAQLUVXNKOTTHU-UHFFFAOYSA-N	DB19698			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BARDROPHSZEBKC-OITMNORJSA-N	DB06717			none	none		none	none	9-13 hours	structured/high	drugbank_xml:DB06717#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BASFCYQUMIYNBI-UHFFFAOYSA-N	DB12257			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BATCTBJIJJEPHM-UHFFFAOYSA-N	DB12012			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAUYGSIQEAFULO-UHFFFAOYSA-L	DB13257		Between 2-8 hours post administration, average serum iron concentrations fluctuate by 20%, according to one study.[A32500] Bioavailability of iron depends on whether it is administered in a film coated tablet or enteric coated tablet.	structured/high	drugbank_xml:DB13257#absorption		none	none	The half-life of orally administered iron is not readily available in the literature, with total effects lasting 2-4 months (congruent with the red blood cell life span)[A190945] with an onset of action of 4 days and peak activity at 7-10 days.[L2240]	structured/high	drugbank_xml:DB13257#half-life	About 60% of iron is distributed the erythrocytes.[A32524] The remainder of the iron is found in muscle tissues (as a part of myoglobin), and in a variety of different enzymes, as well as in storage form.	structured/high	drugbank_xml:DB13257#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAVYZALUXZFZLV-UHFFFAOYSA-N	DB01828			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAWFJGJZGIEFAR-NNYOXOHSSA-N	DB14128	144203872		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAWMMJAUVBLLEE-UHFFFAOYSA-N	DB20496			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAXHHWZKQZIJID-UHFFFAOYSA-N	DB03026			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAYGVMXZJBFEMB-UHFFFAOYSA-N	DB03610			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BAZAXWOYCMUHIX-UHFFFAOYSA-M	DB16608			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBAFBDLICMHBNU-MFZOPHKMSA-N	DB14705			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBAWEDCPNXPBQM-GDEBMMAJSA-N	DB05521		Absolute bioavailability has not been determined.	structured/high	drugbank_xml:DB05521#absorption	Telaprevir has an estimated aparent total body clearance of 32.4 liters per hour with an interindividual variability of 27.2% [FDA Label].	structured/high	drugbank_xml:DB05521#clearance	Telaprevir has a half-life of elimination of 4.0-4.7 hours after a single dose and an effective half life of 9-11 hours at steady state [FDA Label].	structured/high	drugbank_xml:DB05521#half-life	The estimated apparent volume of distribution for Telapravir is 252 litres with an inter-individual variability of 72% [FDA Label].	structured/high	drugbank_xml:DB05521#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBBFJLBPOGFECG-VJVYQDLKSA-N	DB00017		Salmon calcitonin is rapidly absorbed with bioavailability of 71% following subcutaneous injection and 66% following intramuscular injection in humans.	structured/high	drugbank_xml:DB00017#absorption		none	none	Half-life elimination (terminal): I.M.	structured/high	drugbank_xml:DB00017#half-life	0.15 to 0.3 L/kg	structured/high	drugbank_xml:DB00017#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBCQJSMDKDHVKG-BVMXXOESSA-N	DB07342			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBDAGFIXKZCXAH-CCXZUQQUSA-N	DB20595	11113156		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBDVCGJBELWXIQ-GMHMEAMDSA-N	DB03341			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBEDRGWUDRUNQC-UHFFFAOYSA-N	DB20819			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBEQQKBWUHCIOU-UHFFFAOYSA-N	DB07376			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBGOSBDSLYHMRA-UHFFFAOYSA-N	DB17576			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBGPRYFPTZDJIZ-PHYPRBDBSA-N	DB01981			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBIPVJCGIASXJB-PKTZIBPZSA-N	DB15039			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBMULGJBVDDDNI-OWKLGTHSSA-N	DB11423			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBPRUNPUJIUXSE-DXKRWKNPSA-N	DB12321			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBRBUTFBTUFFBU-LHACABTQSA-N	DB20791			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBRISSLDTUHWKG-PVMHLSDZSA-N	DB02516			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBTFKAOFCSOZMB-UHFFFAOYSA-N	DB12776			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBTNLADSUVOPPN-UHFFFAOYSA-N	DB03826			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBUDQLKRZPRPFD-LLVKDONJSA-N	DB07798			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBWRYPTUKZTWFD-UHFFFAOYSA-N	DB03629			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBYRUZKRFAIQSR-UHFFFAOYSA-N	DB07546			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBZDXMBRAFTCAA-AREMUKBSSA-N	DB20099	489094		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BBZPJHFECDCNGT-BPUTZDHNSA-N	DB08595			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCDIWLCKOCHCIH-UHFFFAOYSA-M	DB02825			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCDIWLCKOCHCIH-UHFFFAOYSA-N	DB02845			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCEHBSKCWLPMDN-MGPLVRAMSA-N	DB00582	144205794	The oral bioavailability is estimated to be 96% in healthy adults[L9821].	structured/high	drugbank_xml:DB00582#absorption	The clearance of voriconazole is estimated to be a mean of 5.25-7 L/h in healthy adults for the linear portion of the drug's kinetics.[A227613, A187880]	structured/high	drugbank_xml:DB00582#clearance	Voriconazole follows non-linear kinetics and has a terminal half-life of elimination which is dose-dependent.[L9821]	structured/high	drugbank_xml:DB00582#half-life	The estimated volume of distribution of voriconazole is 4.6 L/kg [L9821].	structured/high	drugbank_xml:DB00582#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCFCRXOJOFDUMZ-ONKRVSLGSA-N	DB12081			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCFGMOOMADDAQU-UHFFFAOYSA-N	DB01259	103905567	Absorption following oral administration of lapatinib is incomplete and variable.	structured/high	drugbank_xml:DB01259#absorption		none	none	Single-dose terminal half life: 14.2 hours Effective multiple-dose half life: 24 hours	structured/high	drugbank_xml:DB01259#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCGWQEUPMDMJNV-UHFFFAOYSA-N	DB00458	104171178	Bioavailability ranges from 29-77% due to high inter-individual variability.	structured/high	drugbank_xml:DB00458#absorption	Imipramine has a mean clearance of 1 L/h/kg.	structured/high	drugbank_xml:DB00458#clearance	Imipramine has a mean half life of 12 h.	structured/high	drugbank_xml:DB00458#half-life	Imipramine has a high apparent volume of distribution of 10-20 L/kg [A31907].	structured/high	drugbank_xml:DB00458#volume-of-distribution	### LD50 Values Rat - Oral 250 mg/kg - Intraperitoneal 79mg/kg - Subcutaneous 250 mg/kg - Intravenous 15	text_mined/medium	drugbank_xml:DB00458#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
