inchikey	drugbank_id	pubchem_cid	bioavailability	bioavailability_evidence	bioavailability_source	clearance	clearance_evidence	clearance_source	half_life	half_life_evidence	half_life_source	volume_of_distribution	volume_of_distribution_evidence	volume_of_distribution_source	ld50	ld50_evidence	ld50_source	mutagenicity	mutagenicity_evidence	mutagenicity_source	fetch_date	source_version
BCHMRNALCJISMZ-UHFFFAOYSA-N	DB20113			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCKARVLFIJPHQU-UHFFFAOYSA-N	DB04271			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCKWPVFDVOGCTM-UHFFFAOYSA-N	DB05946			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCLJZFLDSCTULJ-UHFFFAOYSA-N	DB07650			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCPFWSWROVXGQA-UHFFFAOYSA-N	DB20785			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCPHJDLBOJMWOD-VIFPVBQESA-N	DB02816			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCPQOBQIVJZOFL-UHFFFAOYSA-N	DB12058			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCQMRZRAWHNSBF-UHFFFAOYSA-N	DB01478			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCQTVJKBTWGHCX-UHFFFAOYSA-N	DB12712	144206011		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCQZXOMGPXTTIC-UHFFFAOYSA-N	DB01159	144204584		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCSHRERPHLTPEE-NRFANRHFSA-N	DB13060			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCSVCWVQNOXFGL-UHFFFAOYSA-N	DB08772			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BCZUAADEACICHN-UHFFFAOYSA-N	DB06314	137276007		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDABGOLMYNHHTR-UHFFFAOYSA-N	DB12365			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDAGIHXWWSANSR-UHFFFAOYSA-N	DB01942		Formic acid is readily metabolized and eliminated by the body.	structured/high	drugbank_xml:DB01942#absorption		none	none		none	none		none	none	ORAL (LD50): Acute: 700 mg/kg [Mouse]	text_mined/medium	drugbank_xml:DB01942#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDBMLMBYCXNVMC-UHFFFAOYSA-N	DB09374		It has a peak spectral absorption at about 800 nm.	structured/high	drugbank_xml:DB09374#absorption	Clearance of dyes which are removed from the circulation principally by the liver constitutes one of the best methods for evaluating hepatic function.	structured/high	drugbank_xml:DB09374#clearance	ICG has a half-life of 150 to 180 seconds.	structured/high	drugbank_xml:DB09374#half-life	ICG distribution into the mouse fetus can be enhanced when used concomitantly with OATP or P-glycoprotein inhibitors.	structured/high	drugbank_xml:DB09374#volume-of-distribution	Mouse LD50 60mg/kg ( intravenous ) Rat LD50 : 87mh/kg ( intravenous)	text_mined/medium	drugbank_xml:DB09374#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDERNNFJNOPAEC-UHFFFAOYSA-N	DB03175			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDFJIEMVNDLSTB-UHFFFAOYSA-N	DB06957			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDGGFTDRPHKXFC-QYQHSDTDSA-N	DB16184			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDHMBGHSWFWYSP-UHFFFAOYSA-N	DB20012			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDIAUFOIMFAIPU-KVJIRVJXSA-N	DB20889			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDIDRHMZXLEMIZ-CXNFULCWSA-N	DB02394			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDIJXTIDFAIBQF-OOCUOIDPSA-N	DB21554			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDJRBEYXGGNYIS-UHFFFAOYSA-N	DB00548	11110663	Approximately 4% of the topically applied azelaic acid is systemically absorbed.	structured/high	drugbank_xml:DB00548#absorption		none	none	The observed half-lives in healthy subjects are approximately 45 minutes after oral dosing and 12 hours after topical dosing, indicating percutaneous absorption rate-limited kinetics.	structured/high	drugbank_xml:DB00548#half-life		none	none	Oral LD50 in rat: >5 g/kg	text_mined/medium	drugbank_xml:DB00548#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDLJEQMXDNMETQ-UHFFFAOYSA-N	DB01754			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDLJJGJCIWWATJ-OOHURIHSSA-N	DB06892			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDLLIPYDNFENMY-ZDUSSCGKSA-N	DB07070			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDLMBQRBNPDCSS-UHFFFAOYSA-N	DB07974			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDLSDHWCOJPHIE-KFUGMXNISA-N	DB01568			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDNFQGRSKSQXRI-XMMPIXPASA-N	DB21404	144210530		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDNMABJZSXTKAQ-VCPDFFEISA-N	DB13619			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDOSMKKIYDKNTQ-UHFFFAOYSA-N	DB14085			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDPXZFKVHDEPIQ-UHFFFAOYSA-N	DB20992			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDQMCYCLZBSYJZ-BBXCZNCNSA-N	DB17469			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDRDBXXWQDFXEC-UHFFFAOYSA-N	DB08138			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDRFWSJMVOBAHR-UHFFFAOYSA-N	DB19973			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDSGOSWEKUGHOV-LLVKDONJSA-N	DB04523			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDSRWPHSAKXXRG-UHFFFAOYSA-M	DB03328			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDUHCSBCVGXTJM-WUFINQPMSA-N	DB17039			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDVAWAILQCYMQE-UHFFFAOYSA-N	DB08281			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDVFVCGFMNCYPV-UHFFFAOYSA-N	DB07996	124880257		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDXJYAAYLZTLEK-UHFFFAOYSA-N	DB18794			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDXXSFOJPYSYOC-UHFFFAOYSA-N	DB12096			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BDYYDXJSHYEDGB-UHFFFAOYSA-N	DB14638	11112544	Bioavailability is 90% (in diloxanide parental form), however diloxanide furoate is slowly absorbed from the gastrointestinal tract.	structured/high	drugbank_xml:DB14638#absorption		none	none	3 hours	structured/high	drugbank_xml:DB14638#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEBCJVAWIBVWNZ-UHFFFAOYSA-N	DB03636			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEBILBPAQKONJS-UHFFFAOYSA-L	DB13322			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEDMDXBTNSVNGS-NIAPTITASA-N	DB03436			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEECRKDUIIQEBI-UHFFFAOYSA-N	DB19518	144205481		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEGLCMHJXHIJLR-UHFFFAOYSA-N	DB15884	251919715		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEIGFKLRGRRJJA-JLHYYAGUSA-O	DB01897			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEJNERDRQOWKJM-UHFFFAOYSA-N	DB01759	104171348		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BELBBZDIHDAJOR-UHFFFAOYSA-N	DB13212	144203563		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BELMMAAWNYFCGF-PZXAHSFZSA-N	DB06587			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEMNJULZEQTDJY-UHFFFAOYSA-N	DB12903			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BENFXAYNYRLAIU-QSVFAHTRSA-N	DB02638	124896640	Following a 1 mg IV injection of terlipressin acetate in patients with HRS-1, the median Cmax, AUC24h and Cave of terlipressin at steady-state were 70.5 ng/mL, 123 ng × hr/mL and 14.2 ng/mL, respectively.	structured/high	drugbank_xml:DB02638#absorption	The clearance of terlipressin was 27.4 L/hr and 318 L/hr for lysine-vasopressin.	structured/high	drugbank_xml:DB02638#clearance	The terminal half-life of terlipressin was 0.9 hours and 3.0 hours for lysine-vasopressin.[L43217]	structured/high	drugbank_xml:DB02638#half-life	The volume of distribution of terlipressin was 6.3 L and 1370 L for lysine-vasopressin.[L43217]	structured/high	drugbank_xml:DB02638#volume-of-distribution	There is no information available regarding the drug's LD50	text_mined/medium	drugbank_xml:DB02638#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BENUHBSJOJMZEE-UHFFFAOYSA-N	DB21477			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEPGTHDUUROBHM-UHFFFAOYSA-N	DB08074			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BESRYENXPUCIID-CHHVJCJISA-N	DB23609			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEUQXVWXFDOSAQ-UHFFFAOYSA-N	DB12108			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEUUJDAEPJZWHM-COROXYKFSA-N	DB19546			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEWNZPMDJIGBED-UHFFFAOYSA-N	DB09246	144205441		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEWYHVAWEKZDPP-WAAGHKOSSA-N	DB04501			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEXUQVHWMLPYKY-UHFFFAOYSA-N	DB03663			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BEZZFPOZAYTVHN-UHFFFAOYSA-N	DB11446	144206994		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFCDFTHTSVTWOG-PXNSSMCTSA-N	DB13340	855693		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFCRRLMMHNLSCP-UHFFFAOYSA-N	DB13795			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFDBKMOZYNOTPK-UHFFFAOYSA-N	DB11739		Vonoprazan has time-independent pharmacokinetics, and steady-state concentrations are reached after 3 to 4 days.	structured/high	drugbank_xml:DB11739#absorption	Vonoprazan has an apparent oral clearance of 97.3 L/h following a single dose (20 mg).	structured/high	drugbank_xml:DB11739#clearance	Vonoprazan has an elimination half-life of 7.1 h following a single dose (20 mg).	structured/high	drugbank_xml:DB11739#half-life	Vonoprazan has an apparent oral volume of distribution of 1001 L following a single dose (20 mg).	structured/high	drugbank_xml:DB11739#volume-of-distribution		none	none	positive	inferred/low	drugbank_xml:DB11739#toxicity	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFDWBSRJQZPEEB-UHFFFAOYSA-L	DB09484			none	none		none	none		none	none		none	none	LD50 Oral: rat-502 -638 mg/kg LC50 Inhalation: rat-male and female-4 h-> 2,1 mg/l	text_mined/medium	drugbank_xml:DB09484#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFGKITSFLPAWGI-UHFFFAOYSA-N	DB14525			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFLNGKUCFYKCFZ-RKDXNWHRSA-N	DB04411			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFMBKRQFMIILCH-UHFFFAOYSA-N	DB13413			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFNBJSXMXXQLAW-UHFFFAOYSA-N	DB08602			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFNCJMURTMZBTE-UHFFFAOYSA-N	DB19899	11110942		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFNOPXRXIQJDHO-DLFWLGJNSA-N	DB03478			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFPIKGKMRKBBBF-GRIPGOBMSA-N	DB04602			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFPSDSIWYFKGBC-UHFFFAOYSA-N	DB00269	104171308	Absorption following oral administration is rapid.	structured/high	drugbank_xml:DB00269#absorption		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFPYUXIFGJJYHU-AYSLTRBKSA-N	DB20441			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFPYWIDHMRZLRN-SLHNCBLASA-N	DB00977	144204698	A 30µg oral dose of ethinylestradiol reaches a Cmax of 74.1±35.6pg/mL, with a Tmax of 1.5±0.5h, and an AUC of 487.4±166.6pg\*h/mL.[A191185] A 1.2mg dose delivered via a patch reaches a Cmax of 28.8±10.3pg/mL, with a Tmax of 86±31h, and an AUC of3895±1423pg\*h/mL.[A191185]	structured/high	drugbank_xml:DB00977#absorption	Ethinylestradiol has an intravenous clearance of 16.47L/h, and an estimated renal clearance of approximately 2.1L/h.[A191125] A 30µg oral dose has a clearance of 58.0±19.8L/h and a 1.2mg topical dose has a clearance of 303.5±100.5L/h.[A191185]	structured/high	drugbank_xml:DB00977#clearance	A 30µg oral dose has a half life of 8.4±4.8h and a 1.2mg topical dose has a half life of 27.7±34.2h.[A191185]	structured/high	drugbank_xml:DB00977#half-life	A 30µg oral dose has an apparent volume of distribution of 625.3±228.7L and a 1.2mg topical dose has an apparent volume of distribution of 11745.3±15934.8L.[A191185]	structured/high	drugbank_xml:DB00977#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFQRPTKOSYMPOL-LALPNIDTSA-N	DB07949			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFRVNBMAWXNICS-UHFFFAOYSA-N	DB21040			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFRWEULQQALYNZ-JTQLQIEISA-N	DB03187			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
BFSMGDJOXZAERB-UHFFFAOYSA-N	DB08912	174006404	After oral administration, the median time to achieve peak plasma concentration (Tmax) is 2 hours.[L41955] Mean absolute bioavailability of oral dabrafenib is 95%.[L41955] Following a single dose, dabrafenib exposure (Cmax and AUC) increased in a dose-proportional manner across the dose range of 12 mg to 300 mg, but th	structured/high	drugbank_xml:DB08912#absorption	The clearance of dabrafenib is 17.0 L/h after single dosing and 34.4 L/h after 2 weeks of twice-daily dosing.[L41955]	structured/high	drugbank_xml:DB08912#clearance	The mean terminal half-life of dabrafenib is 8 hours after oral administration.	structured/high	drugbank_xml:DB08912#half-life	The apparent volume of distribution (Vc/F) is 70.3 L.[L41955]Distribution to the brain is restricted because dabrafenib is a substrate and undergoes efflux by P-glycoprotein and breast cancer resistance protein.[A17986]	structured/high	drugbank_xml:DB08912#volume-of-distribution		none	none	mixed	inferred/low	drugbank_xml:DB08912#toxicity	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
